price,area,location
,,
650000,,Soshanguve SS
,,
830000,,South Crest
,,
5700000,,Vanderbijlpark CE 1
,,
825000,,Nigel Central
,,
1980000,,Birchleigh North
,,
1600000,,Leondale
,,
757500,,Van Riebeeck Park
,,
2850000,,Vanderbijlpark SW 5
,,
800000,,Windmill Park
,,
2385000,,Boskruin
,,
4750000,,Leeuhof
,,
7900000,,Mabopane  Unit D
,,
3500000,,Edleen
,,
3995000,,Aquavista Mountain Estate
,,
12999000,,Randfontein Central
,,
6499000,,Terenure
,,
3500000,,The Orchards
,,
1650000,,Soshanguve G
,,
4999000,,Kensington
,,
670000,,South Crest
,,
1600000,,Claremont
,,
1480000,,Mamelodi
,,
560000,,The Orchards
,,
899000,,Riversdale
,,
670000,,Ironsyde
,,
1190000,,Krugersdorp North
,,
1870000,,Pretoria Gardens
,,
2850000,,Homes Haven
,,
1650000,,Quellerina
,,
4995000,,Dan Pienaarville
,,
2090000,,Protea North
,,
460000,,Fleurdal
,,
13500000,,Parkview
,,
999999,,Edleen
,,
740000,,Waterfall Country Village
,,
895000,,Honeydew
,,
950000,,Lakeside
,,
1699000,,Willowbrook
,,
2650000,,Amberfield Ridge
,,
1995000,,Soshanguve South Ext 3
,,
750000,,Palm Ridge
,,
675000,,Waverley
,,
750000,,Kwa-Thema Central
,,
1700000,,Ontdekkerspark
,,
5500000,,Discovery
,,
1365000,,Yeoville
,,
2000000,,Klippoortje
,,
990000,,Van Riebeeck Park
,,
4950000,,Sky City
,,
800000,,Ennerdale
,,
2200000,,Vanderbijlpark CW 2
,,
861000,,Eldorado Park
,,
2600000,,Rynfield
,,
1550000,,Soshanguve R
,,
1050000,,Reigerpark
,,
899000,,Rhodesfield
,,
7300000,,Raslouw
,,
800000,,Sun Lawns
,,
2400000,,Glen Austin AH
,,
10200000,,Blue Hills Equestrian Estate
,,
747000,,Morningside
,,
740000,,Faerie Glen
,,
1999000,,Kensington
,,
1680000,,Bonaero Park
,,
1799000,,Kenleaf
,,
2800000,,Riamar Park
,,
1680000,,Bedfordview
,,
2350000,,Northcliff
,,
2475000,,Vanderbijlpark CE 3
,,
1030000,,Middelvlei AH
,,
2275000,,Birch Acres
,,
666475,,Summerset
,,
2300000,,Arcon Park
,,
2280000,,Pierre Van Ryneveld
,,
4900000,,Lenasia
,,
800000,,Naturena
,,
815560,,Aquavista Mountain Estate
,,
1949000,,Vanderbijlpark SE 4
,,
2345000,,Misty Bay
,,
699000,,Kosmosdal
,,
9300000,,Bryanston
,,
850000,,Blue Valley Golf Estate
,,
1180000,,Lonehill
,,
1650000,,Magalieskruin
,,
870000,,Birch Acres
,,
690000,,Honeydew Manor
,,
1650000,,Stryfontein AH
,,
860000,,Palm Ridge
,,
250000,,Kyalami AH
,,
729000,,Midstream Heights
,,
980000,,Morehill
,,
1135000,,Parktown North
,,
5190000,,Sky City
,,
835000,,Blackheath
,,
1650000,,Diepkloof Zone 4
,,
800000,,Nkwe Country Estate
,,
1000000,,Doornkop
,,
2750000,,Chantelle
,,
3600000,,Blue Valley Golf Estate
,,
20000000,,Kensington
,,
350000,,Birchleigh North
,,
2290000,,Sunward Park
,,
740000,,Strathavon
,,
10500000,,Clarina
,,
1450000,,Kya Sands
,,
699000,,Serengeti Lifestyle Estate
,,
3300000,,Jan Niemand Park
,,
1020000,,Lenasia Ext 1
,,
260000,,Birch Acres
,,
4250000,,Daveyton
,,
1799000,,East Lynne
,,
3199999,,Serengeti Lifestyle Estate
,,
995000,,Parkmore
,,
1549000,,Salfin
,,
3284000,,The Orchards
,,
2150000,,Delmore Park
,,
1490000,,Kaalfontein
,,
700000,,Tsakane
,,
850000,,Mnandi
,,
4180000,,Heatherview
,,
1100000,,Kenleaf
,,
3450000,,Bredell
,,
2340000,,Ridgeway
,,
2399995,,Waverley
,,
800000,,Rosettenville
,,
879000,,The Orchards
,,
4500000,,Serengeti Lifestyle Estate
,,
5799000,,The Orchards
,,
2100000,,Daveyton
,,
350000,,Primrose
,,
2900000,,Mabopane
,,
3200000,,Zwartkop
,,
2050000,,Doornkop
,,
5750000,,Mabopane
,,
920000,,Casseldale
,,
840000,,Homes Haven
,,
695000,,Northmead
,,
950000,,Savoy Estate
,,
1400000,,Brentwood Park
,,
1950000,,Sunnyridge
,,
750000,,Selcourt
,,
660000,,Fleurdal
,,
815560,,President Park
,,
1984495,,Randhart
,,
996000,,Irene
,,
1550000,,Illiondale
,,
1549000,,Quellerina
,,
620000,,Diepkloof Zone 2
,,
550000,,Erasmia
,,
0,,Arcon Park
,,
650000,,Cresslawn
,,
3350000,,Ekangala
,,
480000,,Vaal Marina
,,
2644000,,Lenasia
,,
5300000,,Brackendowns
,,
1948475,,Discovery
,,
673890,,Thatchfield Estate
,,
3199000,,Leeuwenhof Estate
,,
470000,,Craighall
,,
2799000,,Parkrand
,,
779000,,Brenthurst
,,
1449000,,De Deur
,,
890000,,Kwa Thema
,,
1990000,,Dal Fouche
,,
977000,,Evaton West
,,
450000,,Blue Hills
,,
1500000,,Germiston Central
,,
5300000,,Horison
,,
2350000,,Heidelberg Central
,,
780000,,East Lynne
,,
2300000,,Kempton Park Ext 2
,,
1100000,,Selection Park
,,
985000,,Southdowns Estate
,,
2440000,,Westcliff
,,
5200000,,Greenstone Hill
,,
1390000,,Soshanguve South
,,
390000,,Valley View Estate
,,
4000000,,Roodekrans
,,
190000,,Hammanskraal
,,
700000,,Die Hoewes
,,
5321700,,Randhart
,,
3250000,,Brenthurst
,,
1800000,,Chartwell
,,
6999999,,Vanderbijlpark SE 2
,,
4290000,,Birchleigh North
,,
8000000,,Mohlakeng
,,
2150000,,Dawn Park
,,
2350000,,Katlehong South
,,
1499000,,Boksburg South
,,
15500000,,Vanderbijlpark CW 6
,,
620000,,Rooihuiskraal
,,
1995000,,Heidelberg Central
,,
2180000,,Arcon Park
,,
1000000,,Theresapark
,,
1665000,,Blue Valley Golf Estate
,,
790000,,Boksburg Central
,,
2100000,,Malvern East
,,
2499000,,Leeuwfontein Estate
,,
990000,,Glenvista
,,
2650000,,Daveyton
,,
1565000,,Salfin
,,
2995000,,Amberfield Manor
,,
2190000,,Sinoville
,,
1680000,,Fourways Gardens
,,
1895000,,Soshanguve East Ext 4
,,
5500000,,Andeon
,,
2600000,,Mackenzie Park
,,
1800000,,Waterkloof Ridge
,,
4150000,,Azaadville Gardens
,,
7350000,,Bakerton
,,
725000,,Six Fountains Residential Estate
,,
1200000,,Buhle Park
,,
3240000,,Rynfield
,,
830000,,Bedfordview
,,
3900000,,Greenhills
,,
4290000,,Bram Fischerville
,,
2980000,,Bronkhorstbaai
,,
380000,,Blue Valley Golf Estate
,,
6400000,,Doornkloof
,,
3000000,,Eldo Village Estate
,,
785000,,Houghton Estate
,,
850000,,Soshanguve V
,,
4500000,,Wonderboom
,,
620000,,Farrarmere
,,
2050000,,Lynnwood Manor
,,
1070000,,Northcliff
,,
950000,,Vanderbijlpark Central
,,
1198000,,Aquavista Mountain Estate
,,
7900000,,Florida Lake
,,
878000,,Protea Glen
,,
1180000,,Vanderbijlpark SE 1
,,
980000,,Mabopane  Unit M
,,
2390000,,Leopard's Rest Security Estate
,,
1050000,,Inanda
,,
709000,,Rosslyn
,,
8890000,,Morningside
,,
905450,,Northcliff
,,
914637,,Greymont
,,
7995000,,Moreleta Park
,,
1995000,,Zwartkop
,,
1365000,,Vanderbijlpark CE 2
,,
490000,,Kookrus
,,
2595000,,Tokoza
,,
510000,,Kensington
,,
2330000,,Verwoerdpark
,,
731000,,Alliance
,,
650000,,Van Dyk Park
,,
2700000,,Soshanguve South
,,
800000,,Anzac
,,
1790000,,Olievenhoutbosch
,,
2150000,,Elspark
,,
3500000,,Palm Springs
,,
2900000,,Protea Glen
,,
1650000,,Saxonwold
,,
5750000,,Protea Glen
,,
6450000,,Mountain View
,,
3200000,,Delmore Park
,,
1895000,,Westergloor
,,
892140,,Ferryvale
,,
1550000,,Three Rivers Proper
,,
6950000,,Irene Proper Security Estate
,,
240000,,Weltevreden Park
,,
19990000,,Daveyton
,,
1698500,,Vosloorus Ext 14
,,
1880000,,Florida
,,
2500000,,Rondebult
,,
940000,,Amandasig
,,
3700000,,Anzac
,,
1350000,,Centurion Central
,,
1100000,,Bartlett
,,
1280000,,Vorna Valley
,,
19950000,,Dawn Park
,,
650000,,Waterkloof Golf Estate
,,
685000,,Bonaero Park
,,
1599000,,Olympus AH
,,
5950000,,Roodepark Eco Estate
,,
7500000,,Pretoria West
,,
750000,,Waldrift
,,
2880000,,Lawley
,,
690000,,Austin View
,,
1999000,,Clayville
,,
1045000,,Glenvarloch
,,
11700000,,Parkhurst
,,
1190000,,Fochville
,,
1390000,,Benoni Central
,,
707000,,Pretoria West
,,
3455000,,Sharon Park
,,
4100000,,Vanderbijlpark SW 1
,,
1500000,,Norkem Park
,,
1400000,,Doornrandje
,,
4500000,,Leachville
,,
5390000,,Brenthurst
,,
720000,,Tokoza
,,
2250000,,Tsakane
,,
3800000,,Houghton Estate
,,
5250000,,Craigavon
,,
1011500,,Denneoord
,,
0,,Umthambeka
,,
988000,,Protea Glen
,,
1080000,,Six Fountains
,,
5700000,,Umthambeka
,,
900000,,Union
,,
5999000,,Impala Park
,,
1200000,,Fleurhof
,,
795000,,Woodmead
,,
790000,,Dawn Park
,,
1000000,,Villieria
,,
1050000,,Etwatwa
,,
3950000,,Constantia Kloof
,,
3549000,,Hammanskraal
,,
840000,,Orange Farm
,,
790000,,Rietfontein
,,
1099000,,Nigel Central
,,
5490000,,Glen Erasmia
,,
1230000,,Lenasia South
,,
800000,,Goudrand
,,
25000000,,Bedfordview
,,
889000,,Parktown North
,,
440000,,Moreleta Park
,,
2400000,,Sunair Park
,,
1149999,,Ivory Park
,,
1695000,,Leopard's Rest Security Estate
,,
9750000,,Heuweloord
,,
1995000,,Florida
,,
2200000,,Lonehill
,,
3999000,,The Reeds
,,
885250,,Welgedacht
,,
995000,,Bassonia Rock
,,
1650010,,Midstream Heights
,,
1370000,,Cedar Lakes
,,
2400000,,Kensington
,,
850000,,Mountain View
,,
770000,,Jackal Creek Golf Estate
,,
699000,,Ravenswood
,,
750000,,Geluksdal
,,
850000,,Orange Grove
,,
2700000,,Equestria
,,
760000,,Elandsfontein SH
,,
700000,,Cultura Park
,,
1450000,,Pretoria North
,,
2050000,,Soshanguve X
,,
1575000,,Bonanne
,,
1325000,,Brenthurst
,,
2600000,,Hurlingham Manor
,,
1590000,,Beyers Park
,,
7400000,,Soshanguve FF
,,
6989000,,Riamar Park
,,
1970000,,Clayville
,,
4599000,,The Orchards
,,
1750000,,Cedar Lakes
,,
2800000,,Hesteapark
,,
1770000,,Pretoria North
,,
985000,,Mahube Valley
,,
1400000,,Fochville
,,
1475000,,Bryanston
,,
750000,,Bassonia
,,
680000,,Leopard's Rest Security Estate
,,
585000,,Soshanguve VV
,,
2200000,,Cyrildene
,,
210000,,Mayberry Park
,,
791320,,The Reeds
,,
1390000,,Constantia Park
,,
2600000,,Eikenhof
,,
2700000,,Benoni Central
,,
2979000,,Halfway House
,,
1880000,,Dawn Park
,,
780000,,Marlbank
,,
699000,,Dalpark
,,
900000,,Garsfontein
,,
2290000,,Springs Central
,,
9999000,,Tembisa Central
,,
1495000,,Rietvlei View Country Estates
,,
817000,,Eco Park Estate
,,
7500000,,Midstream Estate
,,
1102175,,Palm Ridge
,,
8150000,,Soshanguve FF
,,
480000,,Rynfield
,,
1610963,,Illovo
,,
815560,,Sterrewag
,,
5500000,,Kirkney
,,
2775000,,Soshanguve East
,,
5000000,,Theresapark
,,
580000,,Parkrand
,,
13000000,,Newlands
,,
950000,,Soshanguve XX
,,
899000,,Derdepoort
,,
400000,,Chloorkop
,,
4990000,,Brakpan Central
,,
699000,,Lambton
,,
3499000,,Buccleuch
,,
3650000,,Gerardsville
,,
1630000,,West Park
,,
860000,,Geluksdal
,,
689000,,Kwa Thema
,,
650000,,Kungwini Country Estate
,,
5985000,,Noordwyk
,,
579000,,Vanderbijlpark SW 5
,,
1711713,,Bryanston
,,
10900000,,Vanderbijlpark CW 4
,,
490000,,Meyersdal Eco Estate
,,
2900000,,Linmeyer
,,
520000,,Lynnwood
,,
3650000,,Grootvaly
,,
13950000,,Primrose
,,
4850000,,Hatfield
,,
5200000,,Groenkloof
,,
1450000,,Claremont
,,
590000,,Meadowlands
,,
2249000,,Serengeti Lifestyle Estate
,,
5699000,,Wolmer
,,
1590000,,Three Rivers East
,,
8800000,,Garsfontein
,,
995000,,Malvern East
,,
1460000,,Ruimsig
,,
2299000,,Bosmont
,,
1850000,,Magaliessig
,,
779000,,Karenpark
,,
1680000,,Gerdview
,,
2145000,,Victoria
,,
3650000,,Wonderboom South
,,
790000,,Liefde En Vrede
,,
530000,,Geluksdal
,,
945000,,Mahube Valley
,,
550000,,Erasmuskloof
,,
2475000,,Vanderbijlpark SE 3
,,
6750000,,New Era
,,
8550000,,Waterlake Farm Lifestyle Estate
,,
1910000,,Alberante
,,
858990,,Wapadrand
,,
1599000,,Vanderbijlpark SE 2
,,
2150000,,Jacanlee
,,
3999000,,Sebokeng Zone 12
,,
4750000,,Heuweloord
,,
3000000,,Brackendowns
,,
12950000,,Protea Glen
,,
4300000,,Northgate
,,
1390000,,Craighall
,,
4200000,,Parkview
,,
1800000,,Riversdale
,,
1350000,,Witpoortjie
,,
6450000,,North Riding
,,
1575000,,Observatory
,,
2770125,,Morningside
,,
1200000,,Drumblade AH
,,
960000,,Bergsig
,,
3995000,,Glenhazel
,,
850000,,Lenasia
,,
3999000,,Cullinan
,,
2850000,,Visagie Park
,,
5100000,,Bedfordview
,,
895000,,Randfontein Central
,,
3500000,,Beverley
,,
1250000,,Mayfield Park
,,
2500000,,Barbeque Downs
,,
4500000,,Olive Crest Estate
,,
1900000,,Nigel Central
,,
2785000,,Venterspos
,,
1711713,,Clayville East
,,
780000,,Broadacres
,,
4950000,,Laudium
,,
1390000,,Masada
,,
11600000,,Vosloorus
,,
1950000,,Kloofendal
,,
1750000,,Dal Fouche
,,
2300000,,Delville
,,
2200000,,Vanderbijlpark SE 1
,,
1011500,,Risiville
,,
5999999,,Bezuidenhout Valley
,,
3499000,,Noycedale
,,
2900000,,Bester
,,
2635000,,Eike Park
,,
2800000,,Vanderbijlpark CW 2
,,
10900000,,Clayville
,,
1800000,,Rhodesfield
,,
5995000,,Crowthorne AH
,,
9000000,,Henley On Klip
,,
10999000,,Blue Valley Golf Estate
,,
1249999,,The Hill
,,
3250000,,Eastleigh
,,
1999000,,Doringkloof
,,
1450000,,Amberfield
,,
1199000,,Georginia
,,
858990,,Bardene
,,
1050000,,Roodekop
,,
460000,,Lonehill
,,
815000,,Erasmia
,,
2350000,,Kibler Park
,,
790000,,Van Der Merwes Kroon
,,
1300000,,Aquavista Mountain Estate
,,
830710,,Protea Glen
,,
3450000,,Aston Manor
,,
6500000,,Lynnwood Manor
,,
760000,,Glen Marais
,,
2695000,,Six Fountains Residential Estate
,,
390000,,Drieziek
,,
749000,,Pretoria North
,,
885000,,Vanderbijlpark CW 6
,,
390000,,Sonneveld
,,
800000,,Bryanston
,,
6500000,,Theresapark
,,
4277000,,Boksburg Central
,,
605000,,Elsburg
,,
2050000,,Vanderbijlpark SW 2
,,
1630000,,Wilro Park
,,
3995000,,Jackal Creek Golf Estate
,,
1699000,,Palm Ridge
,,
5795000,,Crystal Park
,,
1850000,,Boksburg North
,,
1090000,,Oakdene
,,
1900000,,Klopperpark
,,
2200000,,Bassonia Estate
,,
899000,,Three Rivers Proper
,,
850000,,North Riding
,,
3550000,,Linden
,,
170000,,Mackenzie Park
,,
970000,,Strubenvale
,,
2090000,,Halfway Gardens
,,
565000,,Casseldale
,,
1000000,,Florida Hills
,,
2050000,,Olifantsfontein
,,
1870000,,Lehae
,,
765000,,Mohlakeng
,,
3700000,,Bryanston
,,
1480000,,Van Riebeeck Park
,,
2395000,,Lotus Gardens
,,
3400000,,Dalpark Ext 11
,,
3500000,,Glen Austin AH
,,
907952,,Bryanston
,,
647500,,Kensington
,,
2700000,,Boksburg East
,,
1409463,,Cosmo City
,,
780000,,Bergbron
,,
4900000,,Eike Park
,,
11950000,,Eldoraigne
,,
1420000,,Mid Ennerdale
,,
2200000,,Sebokeng Central
,,
1000000,,Wonderboom South
,,
1685000,,Boksburg West
,,
3650000,,Kyalami
,,
850000,,Rooihuiskraal
,,
2630000,,Khutsong
,,
1000000,,Copperleaf Estate
,,
5900000,,Parktown North
,,
720000,,Wendywood
,,
1200000,,Sonland Park
,,
2999000,,Bonaero Park
,,
2300000,,Bordeaux
,,
8445000,,Impala Park
,,
2999000,,Bedfordview
,,
715000,,Windmill Park
,,
3800000,,Beyers Park
,,
850000,,Sydenham
,,
2999999,,Buffelsdrift AH
,,
2050000,,Protea Glen
,,
4500000,,West Park
,,
29999000,,Three Rivers
,,
1054823,,Kyalami Estate
,,
5400000,,Olievenhoutbosch
,,
2999999,,Mamelodi
,,
2954000,,Primrose East
,,
670000,,Rens Town
,,
250000,,Amandasig
,,
3899000,,Heidelberg Central
,,
830000,,Soshanguve JJ
,,
6750000,,Randhart
,,
717000,,Sky City
,,
6999000,,Heatherdale AH
,,
795000,,South Hills
,,
980000,,Alliance
,,
2687500,,Eden Glen
,,
1595000,,Protea North
,,
580000,,Kya Sands
,,
1417000,,Terenure
,,
5600000,,Primrose
,,
1899000,,Emfuleni Golf Estate
,,
690000,,Soshanguve P
,,
2650000,,Brackenhurst
,,
2295000,,Craigavon
,,
2799000,,Pretoria North
,,
1340000,,Bedfordview
,,
7999000,,Bryanston
,,
960000,,Sharon Park
,,
1400000,,Dorandia
,,
1745000,,Rondebult
,,
1495000,,Waverley
,,
699000,,Brixton
,,
1400000,,Bloubosrand
,,
700000,,Woodhill Golf Estate
,,
2850000,,Protea Glen
,,
2499000,,Lochvaal
,,
2800000,,Kenmare
,,
7500000,,Sunrella
,,
1199000,,Forest Hill
,,
2200000,,Randfontein Central
,,
5500000,,Randpark Ridge
,,
1799000,,Ebony Park
,,
7587500,,Helderwyk
,,
830000,,Zonkezizwe
,,
4500000,,Hammanskraal
,,
645000,,Three Rivers East
,,
4950000,,Kyalami Estate
,,
2699000,,Monument
,,
3675000,,Soshanguve VV
,,
8750000,,Jan Niemand Park
,,
526999,,Helderwyk
,,
2850000,,Copperleaf Estate
,,
4400000,,Lotus Gardens
,,
2999000,,Parktown North
,,
775000,,Meyersdal
,,
1600000,,Evaton West
,,
640000,,Krugersdorp West
,,
6500000,,Villieria
,,
5750000,,Benmore Gardens
,,
5995000,,Welverdiend
,,
300000,,Vanderbijlpark CW 3
,,
1599000,,Naturena
,,
690000,,Dinokeng Game Reserve
,,
1240000,,Blue Valley Golf Estate
,,
2275000,,Vaal Marina
,,
1162625,,North Riding AH
,,
6900000,,Southdowns Estate
,,
8999999,,Montana
,,
799000,,Kempton Park West
,,
15000000,,Olievenhoutbosch
,,
460000,,Soshanguve VV
,,
2000000,,Meyersdal
,,
6100000,,Soshanguve VV
,,
1642000,,Bordeaux
,,
2150000,,Fleurhof
,,
1470000,,Geduld
,,
980000,,Waterlake Farm Lifestyle Estate
,,
1050000,,Dinwiddie
,,
1610000,,Windmill Park
,,
739000,,Wierda Park
,,
1680000,,Riverbend AH
,,
1100000,,Ebony Park
,,
795000,,Ninapark
,,
1695000,,Mohlakeng
,,
2145000,,Simmerfield
,,
263000,,Bredell
,,
699000,,Wilro Park
,,
849000,,Rhodesfield
,,
2290000,,Albertsdal
,,
2400000,,Dewalt Hattingh Park
,,
6100000,,Aspen Hills Nature Estate
,,
1599000,,Soshanguve HH
,,
2360000,,Richmond
,,
3499000,,Thatch Hill Estate
,,
1350000,,Diepkloof
,,
3570000,,Birchleigh North
,,
1642000,,Brakpan North
,,
2450000,,Riverside View
,,
1449000,,Fordsburg
,,
750000,,Meyersdal
,,
369000,,Vereeniging Central
,,
910000,,The Hill
,,
1095000,,Dainfern Golf Estate
,,
2655000,,Nieuw Muckleneuk
,,
3100000,,Kempton Park Central
,,
2350000,,Rietondale
,,
1600000,,Arcon Park
,,
680000,,Mohlakeng
,,
690000,,Lydiana
,,
699000,,Dainfern Golf Estate
,,
2100000,,Bertrams
,,
800000,,Blue Valley Golf Estate
,,
3550000,,Raumarais Park
,,
2215000,,Lakefield
,,
19000000,,Soshanguve South
,,
4600000,,Dainfern Valley Estate
,,
942500,,Bryanston
,,
709000,,Randgate
,,
1650000,,Blackheath
,,
1230000,,Eden Glen
,,
550000,,Norwood
,,
2980000,,Selcourt
,,
899900,,Vanderbijlpark CE
,,
1170000,,Birchleigh North
,,
914637,,Dunnottar
,,
300000,,Amandasig
,,
4500000,,Dainfern Golf Estate
,,
1650000,,Katlehong South
,,
600000,,Emdeni
,,
965000,,Windmill Park
,,
4300000,,Vanderbijlpark CW 6
,,
5000000,,Protea Glen
,,
2500000,,Soshanguve P
,,
2950000,,Thatchfield Estate
,,
29900000,,Ravenswood
,,
2900000,,Rietvalleirand
,,
5400000,,Birchleigh
,,
3100000,,Bramley
,,
1600000,,Alberton Central
,,
6300000,,Nigel Central
,,
695000,,Jan Niemand Park
,,
1430000,,Abbotsford
,,
1249000,,Monument Park
,,
1000000,,Hillshaven
,,
210000,,Ruiterhof
,,
1699000,,Oberholzer
,,
1050000,,Summerset
,,
6500000,,Clearwater Flyfishing Estate
,,
1700000,,Bosmont
,,
5990000,,Wendywood
,,
1305000,,Lambton
,,
2490000,,Rynfield
,,
923000,,Fochville
,,
1200000,,Pretoria Gardens
,,
10700000,,De Deur
,,
995000,,Brackenhurst
,,
1455000,,Bronkhorstbaai
,,
1750000,,Freeway Park
,,
2800000,,Falcon Ridge
,,
980000,,New Redruth
,,
1630000,,Kookrus
,,
1450000,,Clubview
,,
930000,,Vaalview
,,
1495000,,Salfin
,,
1499000,,Three Rivers Proper
,,
13000000,,Naturena
,,
710000,,Monavoni
,,
7650000,,Highveld
,,
380000,,Peacehaven
,,
3995000,,Lekaneng
,,
14980000,,Woodhill Golf Estate
,,
2650000,,Rangeview
,,
1090000,,Vanderbijlpark CW 2
,,
660000,,Soshanguve VV
,,
3350000,,Westonaria
,,
3450000,,Cosmo City
,,
4599000,,Beverley
,,
1850000,,Vanderbijlpark SW 1
,,
1549000,,Die Wilgers
,,
2850000,,Actonville
,,
2299000,,Kyalami
,,
200000,,Hatfield
,,
3450000,,Kempton Park West
,,
1020000,,Sky City
,,
1430000,,Fochville
,,
850000,,Discovery
,,
1900000,,Fourways
,,
420000,,Observatory
,,
890000,,Impala Park
,,
3154650,,Norwood
,,
1600000,,Kempton Park Ext 2
,,
2595000,,Erasmia
,,
819000,,Vosloorus Ext 10
,,
7000000,,Mahube Valley
,,
6550000,,Kosmosdal
,,
1409463,,Lombardy East
,,
4400000,,Lenasia South
,,
1000000,,Tshepisong
,,
860000,,Birchleigh North
,,
1630000,,Heuweloord
,,
4500000,,Roodekop
,,
890000,,Soshanguve M
,,
600000,,Anzac
,,
1800000,,Derdepoort
,,
3650000,,Aquavista Mountain Estate
,,
3500000,,Kensington
,,
13900000,,Montana
,,
1180000,,The Orchards
,,
2600000,,Chancliff Ridge
,,
580000,,Pretoria North
,,
1625000,,Boksburg South
,,
7500000,,Bassonia Rock
,,
350000,,Birch Acres
,,
1038000,,Boksburg West
,,
1630000,,Blairgowrie
,,
1200000,,Montana Park
,,
1450000,,Ninapark
,,
1880000,,Fleurhof
,,
2150000,,Lotus Gardens
,,
1800000,,Illiondale
,,
780000,,Benoni Central
,,
990000,,Lyttelton Manor
,,
11900000,,Soshanguve HH
,,
2300000,,Norkem Park
,,
1750000,,Hurst Hill
,,
22270000,,Sky City
,,
7800000,,Westcliff
,,
2950000,,Linden
,,
1350000,,Vanderbijlpark Central
,,
1300000,,Soshanguve South
,,
1650000,,Florida
,,
1950000,,Woodmead
,,
2895000,,Mamelodi East
,,
6500000,,Protea Glen
,,
5600000,,Atlasville
,,
1730000,,Parkview
,,
1450000,,Vanderbijlpark SE 6
,,
1900000,,Magaliesberg Country Estate
,,
2990000,,Fourways Gardens
,,
1865000,,Dalpark
,,
1550000,,Queenswood
,,
810000,,The Reeds
,,
2050000,,Bartlett
,,
2150000,,Three Rivers
,,
840000,,Linmeyer
,,
1795000,,Meadowlands
,,
6500000,,Wonderboom South
,,
2749000,,Helikonpark
,,
590000,,Parkhurst
,,
750000,,Lynnwood Glen
,,
6500000,,Copperleaf Estate
,,
2500000,,Jordaan Park
,,
580000,,Claremont
,,
300000,,Meredale
,,
8200000,,Greenhills
,,
4950000,,Kensington
,,
13500000,,Thatchfield Glen
,,
8300000,,Silverwoods Country Estate
,,
1350000,,Six Fountains Residential Estate
,,
2599000,,Atlasville
,,
835000,,Overkruin
,,
1695000,,Hurlingham Manor
,,
885000,,Freeway Park
,,
2375000,,Strubenvale
,,
970000,,Amandasig
,,
2450000,,Soshanguve F
,,
739000,,Tsakane
,,
2295000,,Six Fountains Residential Estate
,,
2800000,,Vanderbijlpark SE 1
,,
1399000,,The Hills Game Reserve Estate
,,
2850000,,Bartlett
,,
755000,,Craighall Park
,,
778000,,Kyalami AH
,,
2550000,,Ninapark
,,
2800000,,Soshanguve VV
,,
691000,,Six Fountains Residential Estate
,,
900000,,Tembisa Central
,,
3100000,,Geduld Ext 2
,,
850000,,The Hills Game Reserve Estate
,,
0,,Sable Hills
,,
1740000,,Brooklyn
,,
2795000,,Garsfontein
,,
2799999,,Jabavu
,,
2350000,,Vosloorus
,,
699000,,Kookrus
,,
1695000,,Windmill Park
,,
1650000,,Oaklands
,,
2399000,,Protea Glen
,,
602000,,Norwood
,,
1760000,,Bedfordview
,,
5500000,,Glen Erasmia
,,
789000,,Moreleta Park
,,
920000,,Bardene
,,
806470,,Vosloorus
,,
990000,,Soshanguve P
,,
3700000,,Reigerpark
,,
1450000,,Munsieville
,,
2875000,,Silverwoods Country Estate
,,
780000,,Soshanguve SS
,,
4600000,,Randfontein Central
,,
2800000,,Jameson Park
,,
1300000,,Equestria
,,
3500000,,Vanderbijlpark CW 4
,,
2200000,,Heidelberg Kloof Estate
,,
2550000,,Vanderbijlpark SE 6
,,
1650000,,Dalecross
,,
1800000,,Three Rivers Proper
,,
850000,,Featherwood Retirement Estate
,,
2200000,,Wierda Park
,,
3775000,,Broadacres
,,
460000,,Westonaria Rural
,,
2395000,,Mondeor
,,
680000,,Windmill Park
,,
853000,,Vanderbijlpark Central
,,
5500000,,Bedfordview
,,
2950000,,Motsu
,,
1140000,,Zambezi Manor Lifestyle Estate
,,
2790000,,Amandasig
,,
670000,,Eagle Canyon Golf Estate
,,
4490000,,North Riding
,,
2850000,,Randjesfontein AH
,,
1300000,,Benoni Central
,,
568000,,Zwavelpoort AH
,,
1695000,,Ennerdale
,,
1210000,,Thatchfield Glen
,,
699000,,Heuweloord
,,
1129000,,Dersley
,,
3200000,,Lotus Gardens
,,
1395000,,Mooikloof Equestrian Estate
,,
345000,,Annlin
,,
4400000,,Vanderbijlpark CE 3
,,
895000,,Sandhurst
,,
1790000,,Bryanston East
,,
1500000,,Breaunanda
,,
890000,,Lehae
,,
1700000,,Wonderboom South
,,
280000,,Masada
,,
1700000,,Copperleaf Estate
,,
853000,,Kelvin
,,
3200000,,Devland
,,
429000,,Soshanguve VV
,,
10000000,,Duncanville
,,
680000,,Grootfontein Country Estates
,,
9000000,,Rynfield
,,
1980000,,Brackendowns
,,
2600000,,Bon Accord
,,
1100000,,Craighall
,,
680000,,Ennerdale
,,
1070000,,Roseacre
,,
940000,,Protea Glen
,,
1350000,,Birch Acres
,,
1585000,,New Redruth
,,
1750000,,Malvern
,,
1745000,,Erasmuskloof
,,
1349000,,Soshanguve X
,,
790000,,Three Rivers
,,
4500000,,Blairgowrie
,,
820000,,Elspark
,,
