price,area,location
,,
1230000,,Protea Glen
,,
990000,,Sharon Park
,,
1345000,,Ferryvale
,,
1790000,,Linden
,,
1690000,,Zwavelpoort AH
,,
999000,,Ormonde
,,
1250000,,The Reeds
,,
490000,,Lakefield
,,
192000,,Observatory
,,
55000000,,Mulbarton
,,
3000000,,Randgate
,,
2400000,,Bedfordview
,,
950000,,Honeydew Manor
,,
2599000,,Wildtuin Park
,,
3050000,,Lenasia Ext 2
,,
900000,,Melville
,,
1100000,,Summerset
,,
4750000,,Drieziek
,,
1650000,,Florida Lake
,,
4850000,,Wolmer
,,
4450000,,Elandshaven
,,
1224000,,Sky City
,,
2500000,,Golf Park
,,
949950,,Thatchfield Ridge
,,
1495000,,Melville
,,
998000,,Birchleigh
,,
850000,,Beyers Park
,,
870000,,Nigel Central
,,
995000,,Tedstoneville
,,
1470000,,Lakefield
,,
1180000,,Lenasia
,,
2250000,,Rooihuiskraal North
,,
240000,,Vorna Valley
,,
7950000,,Vanderbijlpark SE 2
,,
975000,,Lenasia Ext 8
,,
3300000,,Crystal Park
,,
860000,,Heidelberg Central
,,
1250000,,New Redruth
,,
790000,,Featherbrooke Estate
,,
1680000,,Senderwood
,,
1690000,,Daveyton
,,
5800000,,Brackendowns
,,
4400000,,Elandspoort
,,
480000,,Tsakane Ext 8
,,
741000,,Bedfordview
,,
1790000,,Kagiso
,,
265000,,Arcon Park
,,
320000,,Kirkney
,,
8500000,,Wendywood
,,
1700000,,Kosmosdal
,,
2600000,,Annlin
,,
1200000,,Vanderbijlpark SE 1
,,
5800000,,Henley On Klip
,,
5150000,,Sunair Park
,,
0,,Rynfield
,,
800000,,Eldoraigne
,,
4600000,,Riverlea
,,
1200000,,Soshanguve VV
,,
670000,,Bordeaux
,,
2500000,,Daveyton
,,
990000,,Savanna City
,,
779200,,Brackenhurst
,,
1750000,,Kensington
,,
3195000,,Bedfordview
,,
999000,,Savanna City
,,
770000,,Constantia Kloof
,,
499995,,Raumarais Park
,,
910000,,Mondeor
,,
7600000,,Montana
,,
3300000,,Windsor East
,,
6000000,,Sharon Park
,,
4595000,,Pomona
,,
1350000,,Zambezi Country Estate
,,
885000,,Chantelle
,,
1590000,,Lorentzville
,,
3849000,,Florida
,,
810000,,Montana Park
,,
1800000,,Soshanguve G
,,
1260000,,Bedfordview
,,
1250000,,Philip Nel Park
,,
1150000,,Ga-rankuwa Unit 7
,,
1350000,,Eye Of Africa Estate
,,
1880000,,Featherbrooke Estate
,,
340000,,Ninapark
,,
2120000,,Vanderbijlpark SW 5
,,
2000000,,Florida
,,
950000,,Glen Marais
,,
1570000,,Meyerspark
,,
350000,,Vosloorus
,,
850000,,Three Rivers East
,,
790000,,Amandasig
,,
11499000,,Mahube Valley
,,
1450000,,Six Fountains Residential Estate
,,
2695000,,Morningside
,,
2295000,,Eye Of Africa Estate
,,
3200000,,Amandasig
,,
850000,,Stretford
,,
300000,,Mimosa Park
,,
1052808,,Parktown North
,,
630000,,Kameeldrift East
,,
2100000,,Germiston South
,,
2580000,,Birch Acres
,,
1620000,,Brackenhurst
,,
3500000,,Protea North
,,
445000,,Sky City
,,
790000,,Vanderbijlpark CW 2
,,
5950000,,Fishers Hill
,,
3800000,,Lynnwood Glen
,,
990000,,Amberfield Ridge
,,
2700000,,Sebokeng Zone 10
,,
390000,,Ga-rankuwa Unit 9
,,
1495000,,Risiville
,,
1080000,,Roodepark Eco Estate
,,
885250,,Naturena
,,
1008470,,Heuweloord
,,
1095000,,Kya Sands
,,
1950000,,Wilgeheuwel
,,
580000,,Witpoortjie
,,
2680000,,Leachville Ext 1
,,
850000,,Thatchfield Hills
,,
640000,,Olievenhoutbosch
,,
3000000,,Eden Glen
,,
2843100,,Petersfield
,,
999000,,Albemarle
,,
1750000,,Wychwood
,,
1505000,,Steyn City
,,
1950000,,Waterkloof
,,
1195000,,Heritage Hill
,,
3500000,,Randpark Ridge
,,
1738000,,Sonland Park
,,
2525000,,Dawnview
,,
30000000,,Lyndhurst
,,
755000,,Bryanston
,,
18500000,,Tshepisong
,,
1290000,,Ravensklip
,,
2800000,,Bryanston
,,
1092000,,Khutsong
,,
790000,,Amberfield Crest Estate
,,
968000,,Craighall
,,
19000000,,Eldo Park
,,
585000,,Lenasia
,,
4500000,,Witfield
,,
2700000,,Helikonpark
,,
750000,,Delmore Park
,,
3999000,,Alberante
,,
7800000,,Daveyton
,,
7350000,,Three Rivers East
,,
2700000,,Mahube Valley
,,
980000,,Eden Glen
,,
2300000,,Centurion Golf Estate
,,
1040000,,Fernridge Estate
,,
785000,,Wilgeheuwel
,,
780000,,Meyersdal Nature Estate
,,
2200000,,Mountain View
,,
1610000,,Valhalla
,,
850000,,Benoni West
,,
1238188,,Protea Glen
,,
9800000,,Savanna City
,,
11900000,,Raslouw
,,
2550000,,Six Fountains Residential Estate
,,
5900000,,Atholl
,,
750000,,Wildtuin Park
,,
4680000,,Midstream Estate
,,
1910000,,Symhurst
,,
2495000,,Vaal Marina
,,
2694000,,Soshanguve East Ext 5
,,
560000,,Fontainebleau
,,
1626075,,Greenhills
,,
1798000,,Meyerspark
,,
2099000,,South Crest
,,
4200000,,Waterkloof Glen
,,
2000000,,Dawn Park
,,
2100000,,Waverley
,,
1659000,,Discovery
,,
1900000,,Aquavista Mountain Estate
,,
739000,,Peacehaven
,,
6750000,,Valley View Estate
,,
995000,,Garsfontein
,,
450000,,Bloubosrand
,,
1100000,,Bramley
,,
600000,,Golf View
,,
1150000,,Sharon Park
,,
690000,,President Park
,,
1280000,,Crystal Park
,,
1249000,,Ebotse Golf Estate
,,
3450000,,Dalpark Proper
,,
9800000,,Elandshaven
,,
2495000,,Featherbrooke Estate
,,
1160000,,Fourways
,,
1995000,,Amandasig
,,
750000,,Oaklands
,,
5900000,,Cedar Creek
,,
1230000,,Selection Park
,,
1450000,,Birch Acres
,,
1050000,,Woodmead
,,
9700000,,Ruimsig
,,
1999000,,Jukskei Park
,,
1595000,,Casseldale
,,
745000,,The Hills Game Reserve Estate
,,
2850000,,Hammanskraal
,,
1080000,,Kwa-Thema Central
,,
2850000,,Brixton
,,
5800000,,Mayberry Park
,,
5750000,,Parkhurst
,,
858990,,Booysens
,,
6700000,,Eagle Canyon Golf Estate
,,
1260000,,Fourways Gardens
,,
1295000,,Rayton
,,
27000000,,Blue Valley Golf Estate
,,
10975000,,Benoni West
,,
1150000,,Ga-rankuwa Unit 23
,,
1950000,,Glenanda
,,
5950000,,Northcliff
,,
2915000,,Waterfall Country Village
,,
1200000,,Blue Saddle Ranches
,,
1250000,,Glen Eagle Estate
,,
380000,,Three Rivers East
,,
803000,,Brackendowns
,,
2600000,,Midstream Estate
,,
950000,,Farrar Park
,,
1299500,,Lotus Gardens
,,
360000,,Morningside
,,
861000,,Van Dyk Park
,,
4690000,,Beverley Hills
,,
1080000,,Highway Gardens
,,
11500000,,Meyersdal
,,
3200000,,Vanderbijlpark SW 5
,,
1225000,,Amandasig
,,
2490000,,Fourways
,,
630000,,Oakdene
,,
1290000,,Selcourt
,,
280000,,Winterveldt
,,
900000,,Mayfair
,,
700000,,Crystal Park
,,
835000,,Vanderbijlpark SW 5
,,
1650000,,Florentia
,,
3250000,,Windmill Park
,,
319999,,Windmill Park
,,
1395000,,Mid Ennerdale
,,
4645000,,Sky City
,,
730000,,Edenvale Central
,,
4925000,,Waverley
,,
5500000,,Bonanne
,,
720000,,Ormonde
,,
790000,,Honeydew
,,
6495000,,Spruit View
,,
2999000,,Atholl
,,
890000,,Crosby
,,
899999,,Protea Glen
,,
1695000,,Dersley
,,
1780000,,Azaadville Gardens
,,
7495000,,Crystal Park
,,
8250000,,Fleurhof
,,
1036299,,Sharon Park
,,
329000,,Soshanguve XX
,,
1570000,,Weltevreden Park
,,
3000000,,Brakpan Central
,,
1600000,,Ferndale
,,
495000,,Nimrod Park
,,
1150000,,Savanna City
,,
849500,,Wierda Park
,,
850000,,Shalimar Ridge
,,
1490000,,Parkmore
,,
2900000,,Andeon
,,
1460000,,Ga-rankuwa Unit 9
,,
260000,,Springs Central
,,
1650000,,Bromhof
,,
18000000,,Ga-rankuwa Unit 9
,,
6900000,,Arcon Park
,,
1849000,,Welgedacht
,,
1630000,,Claremont
,,
2765000,,Garsfontein
,,
1900000,,Broadacres
,,
652000,,Theresapark
,,
495000,,Southdowns Estate
,,
2460000,,Mountain View
,,
1300000,,Willow Acres
,,
1800000,,Misty Bay
,,
2245125,,Peacehaven
,,
6490000,,Pretoria North
,,
4250000,,Soshanguve MM
,,
3499000,,Brooklyn
,,
1300000,,Kempton Park Central
,,
11995000,,Kyalami Hills
,,
3995000,,Mahube Valley
,,
680000,,Dersley
,,
1340000,,Atholl
,,
2200000,,Lenasia
,,
1500000,,Rondebult
,,
1500000,,Bellevue
,,
970000,,Vorna Valley
,,
1190000,,Weltevreden Park
,,
7650000,,Broadacres
,,
840000,,West Park
,,
750000,,Elspark
,,
837100,,Salfin
,,
5250000,,Lenasia South
,,
598000,,Soshanguve F
,,
14500000,,Emdeni
,,
992000,,New Modder
,,
700000,,Capital Park
,,
1300000,,Clarens Park
,,
649000,,Boksburg Central
,,
815560,,Sebokeng Zone 10
,,
2700000,,Tulisa Park
,,
6325000,,New Modder
,,
1980000,,Lenasia South
,,
3995000,,Dunnottar
,,
290000,,Actonville
,,
3499000,,Grootfontein Country Estates
,,
3950000,,Brakpan North
,,
649000,,Riviera
,,
850000,,Riversdale
,,
1899900,,Country View
,,
1250000,,Edenvale Central
,,
799900,,Vanderbijlpark SE 2
,,
1650000,,Meyerton Central
,,
1100000,,Soshanguve East Ext 4
,,
1409463,,Northmead
,,
3995000,,Menlo Park
,,
980000,,Roodeplaat
,,
1310000,,Allen Grove
,,
4925000,,Silver Lakes
,,
2350000,,Vanderbijlpark SW 5
,,
1300000,,Jeppestown
,,
1995000,,Selbourne Site
,,
3350000,,Atholhurst
,,
1949000,,Evaton North
,,
750000,,Liefde En Vrede
,,
2050000,,Fairland
,,
872120,,Pretoria Gardens
,,
5999000,,Beverley
,,
1300000,,Zakariyya Park
,,
890000,,Sky City
,,
690000,,Brackenhurst
,,
4420000,,Montana Park
,,
2350000,,Homes Haven
,,
0,,Kaalfontein
,,
1246000,,Falcon Ridge
,,
950000,,Arcadia
,,
2395000,,Vanderbijlpark SW 2
,,
1650000,,Weltevreden Park
,,
4995000,,Newmark Estate
,,
755000,,Blue Valley Golf Estate
,,
1460000,,Soshanguve XX
,,
4995000,,Crystal Park
,,
1375000,,Thornhill Estate
,,
3495000,,Strubensvallei
,,
4750000,,Sandringham
,,
3699000,,Savanna City
,,
4100000,,Pretoria Gardens
,,
2800000,,Blue Valley Golf Estate
,,
3400000,,Laudium
,,
5800000,,Vaal Marina
,,
5590000,,Protea Glen
,,
849000,,Magalieskruin
,,
650000,,Duncanville
,,
2125000,,Tsakane Ext 5
,,
2645000,,Arcon Park
,,
4300000,,Vanderbijlpark CE 2
,,
3250000,,Soshanguve HH
,,
2200000,,North Riding
,,
820000,,Strubenvale
,,
4645000,,Sandhurst
,,
1175000,,Allen's Nek
,,
1630000,,Croydon
,,
1700000,,Lambton
,,
350000,,Montana
,,
3250000,,Rosettenville
,,
3490000,,Faerie Glen
,,
2349000,,Meyerton South
,,
1800000,,Parkview
,,
3800000,,Rayton
,,
5750000,,Kocksoord
,,
995000,,Sundowner
,,
3875000,,Wentworth Park
,,
699000,,Pretoria North
,,
870000,,Fourways
,,
5499999,,Ferndale
,,
4662000,,Kyalami Estate
,,
1200000,,Westonaria Rural
,,
1999000,,Dunvegan
,,
2395000,,Valley Settlements AH
,,
4500000,,Toekomsrus
,,
7490000,,Sharon Park
,,
849500,,The Orchards
,,
892500,,Arcon Park
,,
890000,,The Orchards
,,
1350000,,Groblerpark
,,
5400000,,Kagiso
,,
3400000,,Wentworth Park
,,
1199999,,Reigerpark
,,
1245000,,Midstream Heights
,,
819000,,Albertsdal
,,
1165000,,Vosloorus Ext 31
,,
1600000,,Vaal Marina
,,
800000,,Moreleta Park
,,
2695000,,Esther Park
,,
8900000,,Witpoortjie
,,
2495000,,Rynfield
,,
2395000,,Protea Glen
,,
802500,,Moreleta Park
,,
870000,,Eldorado Park
,,
685000,,Norkem Park
,,
1350000,,Glenvista
,,
6800000,,Montana
,,
764612,,Salfin
,,
2999000,,Bordeaux
,,
3350000,,Hurlingham
,,
1150000,,Berton Park
,,
2300000,,Ferryvale
,,
1325000,,Windmill Park
,,
840000,,Wilro Park
,,
965000,,Annlin
,,
5831676,,Northcliff
,,
2150000,,Soshanguve VV
,,
899000,,The Reeds
,,
2150000,,Craighall Park
,,
2250000,,Newmark Estate
,,
5699000,,Bassonia
,,
2250000,,Crystal Park
,,
1800000,,Fochville
,,
1170000,,Payneville
,,
8550000,,Albertsdal
,,
4690000,,Fairland
,,
4100000,,Montana Park
,,
7480000,,The Hills Game Reserve Estate
,,
1299000,,Three Rivers
,,
910000,,Alan Manor
,,
699000,,Claremont
,,
9950000,,Edendale
,,
3200000,,Spruit View
,,
2999000,,Brakpan North
,,
5000000,,Dainfern Golf Estate
,,
9500000,,Faerie Glen
,,
2180000,,Cullinan Rural
,,
600000,,Midstream Ridge Estate
,,
4999000,,Sonneveld
,,
3750000,,Amberfield Ridge
,,
904609,,Montana Park
,,
1390000,,The Wilds
,,
4700000,,Linksfield
,,
2099000,,Spaarwater AH
,,
780000,,Riverside View
,,
2490000,,Soshanguve L
,,
3750000,,Malvern
,,
4280000,,Vosloorus
,,
550000,,Rhodesfield
,,
1470000,,Arcon Park
,,
880000,,Lindhaven
,,
2980000,,Northcliff
,,
770000,,The Wilds
,,
1090000,,Riverlea
,,
450000,,Sebokeng Zone 12
,,
941600,,Douglasdale
,,
360000,,Glen Marais
,,
6500000,,Brixton
,,
660000,,Orange Grove
,,
760000,,Aquavista Mountain Estate
,,
1500000,,Barbeque Downs
,,
4100000,,Florida Lake
,,
858990,,Northvilla
,,
2500000,,Brackenhurst
,,
2100000,,Hazelpark
,,
1045000,,Greymont
,,
5350000,,Meyersdal
,,
5995000,,Silverwoods Country Estate
,,
2300000,,Booysens
,,
3495000,,Helderwyk
,,
1050000,,South Hills
,,
1950000,,Morehill
,,
566390,,Laudium
,,
1675000,,Amberfield Manor
,,
5000000,,Fairland
,,
1350000,,Morningside
,,
4995000,,Albemarle Ext 2
,,
1725000,,Eastleigh Ridge
,,
9000000,,Fourways
,,
1950000,,Brentwood Park
,,
1995000,,Hamberg
,,
1748000,,Dainfern Valley Estate
,,
4400000,,Protea Glen
,,
1500000,,Irene Glen Estate
,,
2399000,,West Park
,,
1730000,,Mofolo North
,,
841337,,Vrededorp
,,
3998000,,Valhalla
,,
920000,,Savannah Country Estate
,,
1399000,,Blue Hills
,,
900000,,Cosmo City
,,
1480000,,Sharon Park
,,
595000,,Cosmo City
,,
380000,,Quellerie Park
,,
650000,,Bredell
,,
2450000,,Danville
,,
1680000,,Soshanguve XX
,,
3400000,,Glen Austin AH
,,
2050000,,Kookrus
,,
5200000,,Olympus AH
,,
787000,,Dalpark Proper
,,
1350000,,Thatchfield Close
,,
1450000,,Ridgeway
,,
1213000,,Brackenhurst
,,
1300000,,Soshanguve K
,,
2350000,,Orange Farm
,,
1000000,,Heuweloord
,,
1495000,,Cosmo City
,,
695000,,Naledi
,,
850000,,Heatherdale AH
,,
2860000,,Aquavista Mountain Estate
,,
690000,,Bronkhorstbaai
,,
1250000,,Steyn City
,,
1746975,,Craigavon
,,
785000,,Morehill
,,
5699000,,Dowerglen
,,
1850000,,Kwa Thema
,,
4295000,,Riverspray Lifestyle Estate
,,
1100000,,South Crest
,,
998000,,Riamar Park
,,
580000,,Vanderbijlpark Central
,,
1980000,,Crown Gardens
,,
1995000,,Spruit View
,,
1200000,,Wierda Park
,,
5850000,,Midstream Ridge Estate
,,
1350000,,Montana
,,
2380000,,Thatchfield Glen
,,
995000,,Vanderbijlpark SE 8
,,
6000000,,Aquavista Mountain Estate
,,
4540000,,Rynsoord
,,
790000,,Soshanguve VV
,,
1130000,,Ferryvale
,,
480000,,Midstream Estate
,,
2699000,,Ferryvale
,,
3810000,,Fourways
,,
2080000,,Fairland
,,
900000,,Edendale
,,
4601000,,Krugersdorp North
,,
170000,,Midstream Estate
,,
1790000,,Die Hoewes
,,
980000,,Alberante
,,
8750000,,Crystal Park
,,
1885000,,Savannah Country Estate
,,
599000,,Bryanston
,,
699000,,Sonneveld
,,
599000,,Daspoort
,,
2250000,,Thornhill Estate
,,
3450000,,Northmead
,,
680000,,Elsburg
,,
1299000,,Lenasia South
,,
1799000,,Constantia Kloof
,,
9450000,,Pretoria North
,,
1875000,,Gardenvale AH
,,
69000000,,Midstream Estate
,,
920000,,Rabie Ridge
,,
1050000,,Ninapark
,,
2200000,,Hurlyvale
,,
875000,,Ennerdale
,,
2350000,,Theresapark
,,
1979000,,Brackendowns
,,
878000,,Soshanguve East Ext 4
,,
2950000,,Hyde Park
,,
2490000,,Valhalla
,,
2650000,,Tembisa Central
,,
519000,,Vaal Marina
,,
2499000,,Olivedale
,,
1195000,,Linksfield North
,,
185000,,Ga-rankuwa View
,,
1880000,,Soshanguve VV
,,
930000,,Savannah Country Estate
,,
740000,,Dawn Park
,,
1649000,,Clubview
,,
2900000,,Soshanguve East Ext 4
,,
6900000,,Primrose Hill
,,
1213000,,Sterrewag
,,
435000,,Three Rivers East
,,
3300000,,Kya Sands
,,
4200000,,Winchester Hills
,,
4450000,,Brackenhurst
,,
948150,,Witpoortjie
,,
15750000,,Serengeti Lifestyle Estate
,,
3650000,,Meyersdal Nature Estate
,,
1990000,,Heuweloord
,,
1200000,,Sky City
,,
1250000,,Savannah Country Estate
,,
500000,,Parkdene
,,
2799999,,Die Hoewes
,,
1299900,,Ferndale
,,
750000,,Sunnyside
,,
4750000,,Alberton Central
,,
1600000,,Rynfield
,,
975000,,Retire at Midstream
,,
2850000,,Andeon
,,
471800,,Kwaggasrand
,,
1100000,,Constantia Kloof
,,
1850000,,Three Rivers
,,
2200000,,Discovery
,,
1900000,,Equestria
,,
1330000,,Florauna
,,
1799000,,Menlo Park
,,
850000,,Linksfield
,,
2399000,,Dainfern Golf Estate
,,
10999000,,Boksburg South
,,
1380000,,Carlswald
,,
680000,,Allen Grove
,,
3250000,,Tshepiso
,,
580000,,Lyndhurst
,,
780000,,Mahube Valley
,,
2450000,,Country View Estate
,,
500000,,Crystal Park
,,
1450000,,Ferndale
,,
1670000,,Randpark Ridge
,,
7500000,,Wedela
,,
210000,,Unitas Park
,,
4250000,,Carletonville Central
,,
7700000,,Vaal Marina
,,
1011500,,Westonaria Rural
,,
1850000,,Sonland Park
,,
1900000,,Benoni Central
,,
1200000,,The Orchards
,,
1995000,,Craighall Park
,,
1770000,,Ferndale
,,
3090000,,Selcourt
,,
2400000,,Florida Glen
,,
5000000,,Kookrus
,,
1070000,,Orange Farm
,,
2000000,,Fleurhof
,,
2800000,,Comet
,,
1399999,,Boksburg Central
,,
1550000,,Steyn City
,,
1500000,,Soshanguve UU
,,
450000,,Edenvale Central
,,
680000,,Soshanguve East Ext 5
,,
2750000,,Edenburg
,,
5499000,,Modder East
,,
5250000,,Nigel Central
,,
2120000,,Valley Settlements AH
,,
350000,,Kliprivier
,,
1649000,,Ninapark
,,
1409463,,Sandhurst
,,
1500000,,Montgomery Park
,,
169000,,Dorandia
,,
1980000,,Nigel Central
,,
872120,,Pelzvale AH
,,
470000,,Suiderberg
,,
700000,,Rynfield AH
,,
1148520,,Bloubosrand
,,
2195000,,Six Fountains Residential Estate
,,
1194000,,Chantelle
,,
4999000,,Greenhills Ext 3
,,
1595000,,Magaliesburg
,,
1550000,,Helderkruin
,,
2499000,,Pomona AH
,,
3500000,,Rynsoord
,,
841337,,Vanderbijlpark CE 1
,,
2750000,,Blue Hills AH
,,
1195000,,Eldorado Estate
,,
1690000,,Faerie Glen
,,
2990000,,Ga-rankuwa Unit 1
,,
2580000,,Vaal Marina
,,
760000,,De Wetshof
,,
3395000,,Lotus Gardens
,,
4950000,,Parkrand
,,
5250000,,Eden Glen
,,
2395000,,Edleen
,,
720000,,Saulsville
,,
4150000,,Houghton Estate
,,
1760000,,Pomona
,,
1592000,,Sky City
,,
735000,,Crosby
,,
649000,,Melville
,,
4950000,,Fourways Gardens
,,
699000,,Lakefield
,,
920000,,Groblerpark
,,
740000,,Liefde En Vrede
,,
2350000,,Villieria
,,
2740000,,Candlewoods Country Estate
,,
1275000,,Windmill Park
,,
3700000,,Kloofendal
,,
1300000,,Dalview
,,
3050000,,Winchester Hills
,,
699995,,Randgate
,,
3280000,,Van Riebeeck Park
,,
2100000,,Westdene
,,
550000,,Roodepark Eco Estate
,,
695000,,Bezuidenhout Valley
,,
3600000,,Sandown
,,
4290000,,Slovoville
,,
8990000,,Heatherview
,,
735000,,Wierda Park
,,
854999,,Ebotse Golf Estate
,,
2940000,,The Orchards
,,
1200000,,Harmelia Ext 1
,,
350000,,Sunward Park
,,
570000,,Boskruin
,,
850000,,South Hills
,,
5500000,,Monument
,,
1870000,,Kensington
,,
3830000,,Primrose
,,
1600000,,Alra Park
,,
4400000,,Bester
,,
1350000,,Glen Marais
,,
3200000,,Mabopane
,,
1300000,,Sebokeng Zone 10
,,
16000000,,Witkoppen
,,
3100000,,Kempton Park Ext 2
,,
840000,,Blairgowrie
,,
800000,,Stretford
,,
3395000,,Three Rivers
,,
1640000,,Sebokeng Zone 10
,,
5500000,,Vaalview
,,
1775000,,Greenside
,,
3199999,,Ga-rankuwa Unit 10
,,
2599000,,Turffontein
,,
190000,,Observatory
,,
420000,,Odinburg Gardens
,,
995000,,Tembisa Central
,,
795000,,Mamelodi
,,
989900,,Meredale
,,
1100000,,Bonaero Park
,,
1592000,,The Orchards
,,
779000,,Riverlea
,,
2685000,,Elsburg
,,
1100000,,Bedfordview
,,
1299000,,Vanderbijlpark CE 3
,,
1263375,,Fleurhof
,,
1500000,,Mantevrede
,,
1510212,,Stretford
,,
11000000,,Cloverdene
,,
3150000,,Fourways
,,
730000,,Groblerpark
,,
890000,,Laudium
,,
1749000,,Eersterust
,,
1390000,,Duncanville
,,
2950000,,Raslouw AH
,,
2200000,,Eike Park
,,
4800000,,Norwood
,,
2700000,,Riviera
,,
3250000,,Daspoort
,,
1495000,,Montana Park
,,
2200000,,The Hills Game Reserve Estate
,,
6200000,,Bedford Gardens
,,
800000,,Thatchfield Hills
,,
760000,,Ebony Park
,,
5950000,,Marais Steyn Park
,,
2899000,,Emfuleni Golf Estate
,,
1999000,,Rensburg
,,
1092000,,Dersley
,,
1100000,,Alveda
,,
3900000,,Brooklyn
,,
1600000,,Mackenzie Park
,,
3425000,,Lonehill
,,
1500000,,Westcliff
,,
2050000,,Kempton Park Central
,,
220000,,Zakariyya Park
,,
1300000,,Helikonpark
,,
4500000,,Sandown
,,
3499000,,Bryanston
,,
1300000,,Mahube Valley
,,
895000,,Rooihuiskraal North
,,
2150000,,Vergenoeg
,,
3090000,,Oberholzer
,,
1968750,,Morning Hill
,,
3695000,,Annlin
,,
3400000,,Kensington
,,
1445000,,Parkhurst
,,
5950000,,Thatchfield Glen
,,
1290000,,Meyersdal
,,
3100000,,Kyalami Hills
,,
4200000,,Forest Town
,,
740000,,Denneoord
,,
735000,,Sky City
,,
1950000,,Rothdene
,,
1450000,,Vaal Marina
,,
2195000,,Birch Acres
,,
1899000,,Kyalami AH
,,
3999999,,Groblerpark
,,
2000000,,Kwa Thema
,,
2050000,,Eldo Park
,,
6900000,,Brakpan North
,,
699000,,Clubview
,,
2800000,,North Riding
,,
1125000,,Dawn Park
,,
4400000,,Bartlett
,,
930000,,Groblerpark
,,
12000000,,Homes Haven
,,
1620000,,Selcourt
,,
1699000,,Kibler Park
,,
615000,,Bedfordview
,,
2900000,,South Crest
,,
150000,,Moregloed
,,
950000,,Dersley
,,
2430000,,Lenasia South
,,
656000,,Eldorado Park
,,
1980000,,Brakpan Central
,,
2800000,,Rooihuiskraal
,,
5600000,,Montana
,,
1960000,,Richmond
,,
1229000,,Sable Hills
,,
737000,,Midstream Estate
,,
2700000,,Duncanville
,,
2690000,,Ravenswood
,,
3300000,,Toekomsrus
,,
1995000,,Mabopane
,,
5250000,,Vanderbijlpark SE 3
,,
735000,,The Orchards
,,
1275000,,Silverton
,,
694000,,Kensington
,,
1980000,,Vanderbijlpark SE 3
,,
7995000,,Rothdene
,,
939653,,Suiderberg
,,
3200000,,Protea Glen
,,
6500000,,Heuweloord
,,
1250000,,Glenvista
,,
1800000,,The Reeds
,,
3099000,,Clayville
,,
835000,,Protea Glen
,,
1590000,,Dorandia
,,
4699000,,Sebokeng Zone 3
,,
2000000,,Lotus Gardens
,,
1400000,,Little Falls
,,
2780000,,Thatchfield Estate
,,
2400000,,Soshanguve H
,,
1745000,,Christiaanville AH
,,
2900000,,Boardwalk Manor
,,
1550000,,Vosloorus
,,
12680000,,Vanderbijlpark SW 1
,,
948880,,Eden Park
,,
6495000,,Selection Park
,,
4650000,,Heatherview
,,
11000000,,Sagewood
,,
2999000,,Ebotse Golf Estate
,,
850000,,Tileba
,,
800000,,Boksburg South
,,
999000,,Bertrams
,,
3850000,,Van Dyk Park
,,
5199000,,Sky City
,,
1925000,,Waterkloof
,,
1950000,,Brackendowns
,,
980000,,Doornpoort
,,
820000,,Vanderbijlpark SW 5
,,
1749000,,Homelake
,,
760000,,Daleside
,,
2890000,,Linden
,,
854000,,Vanderbijlpark CE7
,,
1279000,,Three Rivers
,,
335000,,Eye Of Africa Estate
,,
1945000,,Richmond
,,
3550000,,Midstream Ridge Estate
,,
720000,,Waterkloof Ridge
,,
799999,,Emmarentia
,,
849000,,Northcliff
,,
1650000,,Homes Haven
,,
2299000,,Zakariyya Park
,,
2850000,,Helderwyk
,,
4500000,,Ninapark
,,
1280000,,Terenure
,,
750000,,Lotus Gardens
,,
2000000,,Three Rivers
,,
1750000,,Klipfontein View
,,
1200000,,Palm Springs
,,
1350000,,Sunward Park
,,
2350000,,Bronkhorstbaai Dorp
,,
2980000,,Kibler Park
,,
1600000,,Kaalfontein
,,
2599000,,Lenasia South
,,
1685000,,Boksburg Central
,,
635000,,Yeoville
,,
3750000,,Edelweiss
,,
1575000,,Petersfield
,,
884500,,The Orchards
,,
1090000,,Orange Grove
,,
1315000,,Bryanston
,,
1700000,,Kookrus
,,
1899000,,Strubenvale
,,
930000,,Morningside
,,
2499000,,Sonland Park
,,
1100000,,Glen Harvie
,,
2225000,,Featherbrooke Estate
,,
1409463,,Midstream Heights
,,
1900000,,Cresslawn
,,
4500000,,Vanderbijlpark SE 6
,,
2000000,,Lewisham
,,
2775000,,Rosettenville
,,
1145000,,Azaadville Gardens
,,
990000,,Faerie Glen
,,
719000,,Florida Lake
,,
1250000,,Morningside
,,
2350000,,Protea Glen
,,
750000,,Three Rivers
,,
1620000,,Oberholzer
,,
700000,,Terenure
,,
640000,,Summer Place Estate
,,
2399000,,Blairgowrie
,,
2199900,,Glen Erasmia
,,
899000,,Steyn City
,,
575000,,Brakpan Central
,,
1599000,,Ekangala
,,
907952,,Retire at Midstream
,,
18500000,,Masada
,,
2950000,,Elsburg
,,
3295000,,Woodhill Golf Estate
,,
950000,,Brummeria
,,
2499000,,Cosmo City
,,
360000,,Honeydew Ridge
,,
1995000,,Protea Glen
,,
4599999,,Thatch Hill Estate
,,
2870000,,Tsakane Ext 11
,,
950000,,Raslouw
,,
4300000,,Mooikloof Equestrian Estate
,,
2350000,,Copperleaf Estate
,,
1700000,,Heuweloord
,,
1849000,,Honeydew
,,
830000,,Dainfern Valley Estate
,,
1550000,,Rosslyn
,,
600000,,Houghton Estate
,,
860000,,Devland
,,
2245000,,Brackenhurst
,,
2750000,,Beaulieu
,,
8200000,,Linden
,,
575000,,Roodeplaat
