Fairway,"{'address': 'Fairway, KS', 'bbox': {'northeast': [39.03462219238281, -94.6158218383789], 'southwest': [39.01508331298828, -94.6397933959961]}, 'city': 'Fairway', 'confidence': 7, 'country': 'United States', 'lat': 39.02968597, 'lng': -94.62586975, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [39.01508331298828, -94.6397933959961, 39.03462219238281, -94.6158218383789], 'name': 'Fairway, KS', 'point': {'type': 'Point', 'coordinates': [39.02968597, -94.62586975]}, 'address': {'adminDistrict': 'KS', 'adminDistrict2': 'Johnson County', 'countryRegion': 'United States', 'formattedAddress': 'Fairway, KS', 'locality': 'Fairway'}, 'confidence': 'Medium', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [39.02968597, -94.62586975], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'KS', 'status': 'OK'}"
Fairwood,"{'address': 'Fairwood, WA', 'bbox': {'northeast': [47.46705627441406, -122.10868835449219], 'southwest': [47.43026351928711, -122.17475891113281]}, 'city': 'Fairwood', 'confidence': 6, 'country': 'United States', 'lat': 47.44919586, 'lng': -122.15403748, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [47.43026351928711, -122.17475891113281, 47.46705627441406, -122.10868835449219], 'name': 'Fairwood, WA', 'point': {'type': 'Point', 'coordinates': [47.44919586, -122.15403748]}, 'address': {'adminDistrict': 'WA', 'adminDistrict2': 'King County', 'countryRegion': 'United States', 'formattedAddress': 'Fairwood, WA', 'locality': 'Fairwood'}, 'confidence': 'High', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [47.44919586, -122.15403748], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'WA', 'status': 'OK'}"
Falcon Ridge,"{'address': 'Falcon Ridge, CO', 'bbox': {'northeast': [40.617835998535156, -105.06919860839844], 'southwest': [40.61416244506836, -105.0728988647461]}, 'city': 'Fort Collins', 'confidence': 8, 'country': 'United States', 'lat': 40.61611557, 'lng': -105.07059479, 'neighborhood': 'Falcon Ridge', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [40.61416244506836, -105.0728988647461, 40.617835998535156, -105.06919860839844], 'name': 'Falcon Ridge, CO', 'point': {'type': 'Point', 'coordinates': [40.61611557, -105.07059479]}, 'address': {'adminDistrict': 'CO', 'adminDistrict2': 'Larimer County', 'countryRegion': 'United States', 'formattedAddress': 'Falcon Ridge, CO', 'locality': 'Fort Collins', 'neighborhood': 'Falcon Ridge'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [40.61611557, -105.07059479], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'CO', 'status': 'OK'}"
Farmall AH,"{'address': 'Farmall, South Africa', 'bbox': {'northeast': [-25.96883044403381, 27.99736438981948], 'southwest': [-26.026771210018925, 27.911433827953957]}, 'city': 'Farmall', 'confidence': 4, 'country': 'South Africa', 'lat': -25.99780083, 'lng': 27.95439911, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.026771210018925, 27.911433827953957, -25.96883044403381, 27.99736438981948], 'name': 'Farmall, South Africa', 'point': {'type': 'Point', 'coordinates': [-25.99780083, 27.95439911]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Farmall, South Africa', 'locality': 'Farmall'}, 'confidence': 'Medium', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [-25.99780083, 27.95439911], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Farrar Park,"{'address': 'Farrar Ave, Boston, MA 02136', 'bbox': {'northeast': [42.27352014621208, -71.10477042634325], 'southwest': [42.265794711070725, -71.11868951334456]}, 'city': 'Boston', 'confidence': 7, 'country': 'United States', 'lat': 42.26965743, 'lng': -71.11172997, 'neighborhood': 'Hyde Park', 'ok': True, 'postal': '02136', 'quality': 'RoadBlock', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [42.265794711070725, -71.11868951334456, 42.27352014621208, -71.10477042634325], 'name': 'Farrar Ave, Boston, MA 02136', 'point': {'type': 'Point', 'coordinates': [42.26965743, -71.11172997]}, 'address': {'addressLine': 'Farrar Ave', 'adminDistrict': 'MA', 'adminDistrict2': 'Suffolk County', 'countryRegion': 'United States', 'formattedAddress': 'Farrar Ave, Boston, MA 02136', 'locality': 'Boston', 'neighborhood': 'Hyde Park', 'postalCode': '02136'}, 'confidence': 'Medium', 'entityType': 'RoadBlock', 'geocodePoints': [{'type': 'Point', 'coordinates': [42.26965743, -71.11172997], 'calculationMethod': 'Interpolation', 'usageTypes': ['Display']}], 'matchCodes': ['Ambiguous']}, 'state': 'MA', 'status': 'OK', 'street': 'Farrar Ave'}"
Farrarmere,"{'address': 'Farrarmere, South Africa', 'bbox': {'northeast': [-26.159000396728516, 28.2939510345459], 'southwest': [-26.176156997680664, 28.286727905273438]}, 'city': 'Brakpan', 'confidence': 7, 'country': 'South Africa', 'lat': -26.17111206, 'lng': 28.28994942, 'neighborhood': 'Farrarmere', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.176156997680664, 28.286727905273438, -26.159000396728516, 28.2939510345459], 'name': 'Farrarmere, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.17111206, 28.28994942]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'Ekurhuleni', 'countryRegion': 'South Africa', 'formattedAddress': 'Farrarmere, South Africa', 'locality': 'Brakpan', 'neighborhood': 'Farrarmere'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.17111206, 28.28994942], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Featherbrooke Estate,"{'address': 'Featherbrooke Estate, South Africa', 'bbox': {'northeast': [-26.069303512573242, 27.84514808654785], 'southwest': [-26.08403205871582, 27.831558227539062]}, 'city': 'Mogale City', 'confidence': 7, 'country': 'South Africa', 'lat': -26.07410812, 'lng': 27.83790207, 'neighborhood': 'Featherbrooke Estate', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.08403205871582, 27.831558227539062, -26.069303512573242, 27.84514808654785], 'name': 'Featherbrooke Estate, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.07410812, 27.83790207]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'West Rand', 'countryRegion': 'South Africa', 'formattedAddress': 'Featherbrooke Estate, South Africa', 'locality': 'Mogale City', 'neighborhood': 'Featherbrooke Estate'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.07410812, 27.83790207], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Featherbrooke Hills Retirement Village,"{'address': 'Village Pkwy, Chambersburg, PA 17201', 'bbox': {'northeast': [39.96493803186998, -77.62738848797387], 'southwest': [39.957212596728624, -77.64082652361292]}, 'city': 'Chambersburg', 'confidence': 7, 'country': 'United States', 'lat': 39.96107531, 'lng': -77.63410751, 'ok': True, 'postal': '17201', 'quality': 'RoadBlock', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [39.957212596728624, -77.64082652361292, 39.96493803186998, -77.62738848797387], 'name': 'Village Pkwy, Chambersburg, PA 17201', 'point': {'type': 'Point', 'coordinates': [39.96107531, -77.63410751]}, 'address': {'addressLine': 'Village Pkwy', 'adminDistrict': 'PA', 'adminDistrict2': 'Franklin County', 'countryRegion': 'United States', 'formattedAddress': 'Village Pkwy, Chambersburg, PA 17201', 'locality': 'Chambersburg', 'postalCode': '17201'}, 'confidence': 'Low', 'entityType': 'RoadBlock', 'geocodePoints': [{'type': 'Point', 'coordinates': [39.96107531, -77.63410751], 'calculationMethod': 'Interpolation', 'usageTypes': ['Display']}], 'matchCodes': ['Ambiguous']}, 'state': 'PA', 'status': 'OK', 'street': 'Village Pkwy'}"
Featherview Estate,"{'address': 'Featherview Estate, South Africa', 'bbox': {'northeast': [-26.064542770385742, 27.832054138183594], 'southwest': [-26.068267822265625, 27.82745933532715]}, 'city': 'Mogale City', 'confidence': 8, 'country': 'South Africa', 'lat': -26.06619644, 'lng': 27.82991982, 'neighborhood': 'Featherview Estate', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.068267822265625, 27.82745933532715, -26.064542770385742, 27.832054138183594], 'name': 'Featherview Estate, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.06619644, 27.82991982]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'West Rand', 'countryRegion': 'South Africa', 'formattedAddress': 'Featherview Estate, South Africa', 'locality': 'Mogale City', 'neighborhood': 'Featherview Estate'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.06619644, 27.82991982], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Featherwood Retirement Estate,"{'address': 'Retirement, Jamaica', 'bbox': {'northeast': [18.276054046932988, -78.26364804626469], 'southwest': [18.218113280947872, -78.34497927307125]}, 'city': 'Retirement', 'confidence': 4, 'country': 'Jamaica', 'lat': 18.24708366, 'lng': -78.30431366, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [18.218113280947872, -78.34497927307125, 18.276054046932988, -78.26364804626469], 'name': 'Retirement, Jamaica', 'point': {'type': 'Point', 'coordinates': [18.24708366, -78.30431366]}, 'address': {'adminDistrict': 'Westmoreland', 'countryRegion': 'Jamaica', 'formattedAddress': 'Retirement, Jamaica', 'locality': 'Retirement'}, 'confidence': 'Low', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [18.24708366, -78.30431366], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'Westmoreland', 'status': 'OK'}"
Fellside,"{'address': 'Fellside, South Africa', 'bbox': {'northeast': [-26.164113998413086, 28.081724166870117], 'southwest': [-26.168262481689453, 28.075428009033203]}, 'city': 'Johannesburg', 'confidence': 8, 'country': 'South Africa', 'lat': -26.16625786, 'lng': 28.07819748, 'neighborhood': 'Fellside', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.168262481689453, 28.075428009033203, -26.164113998413086, 28.081724166870117], 'name': 'Fellside, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.16625786, 28.07819748]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Fellside, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Fellside'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.16625786, 28.07819748], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Fernbrook Estate,"{'address': 'Fernbrook Estate, South Africa', 'bbox': {'northeast': [-26.016422271728516, 27.984373092651367], 'southwest': [-26.021743774414062, 27.976491928100586]}, 'city': 'Johannesburg', 'confidence': 8, 'country': 'South Africa', 'lat': -26.01890182, 'lng': 27.98040009, 'neighborhood': 'Fernbrook Estate', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.021743774414062, 27.976491928100586, -26.016422271728516, 27.984373092651367], 'name': 'Fernbrook Estate, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.01890182, 27.98040009]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Fernbrook Estate, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Fernbrook Estate'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.01890182, 27.98040009], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Ferndale,"{'address': 'Ferndale, MI', 'bbox': {'northeast': [42.475948333740234, -83.109619140625], 'southwest': [42.44601058959961, -83.15742492675781]}, 'city': 'Ferndale', 'confidence': 6, 'country': 'United States', 'lat': 42.4610672, 'lng': -83.13400269, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [42.44601058959961, -83.15742492675781, 42.475948333740234, -83.109619140625], 'name': 'Ferndale, MI', 'point': {'type': 'Point', 'coordinates': [42.4610672, -83.13400269]}, 'address': {'adminDistrict': 'MI', 'adminDistrict2': 'Oakland County', 'countryRegion': 'United States', 'formattedAddress': 'Ferndale, MI', 'locality': 'Ferndale'}, 'confidence': 'High', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [42.4610672, -83.13400269], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'MI', 'status': 'OK'}"
Fernridge Estate,"{'address': 'Fernridge Estate, South Africa', 'bbox': {'northeast': [-25.9941349029541, 28.014738082885742], 'southwest': [-25.999055862426758, 28.01041603088379]}, 'city': 'Johannesburg', 'confidence': 8, 'country': 'South Africa', 'lat': -25.99658012, 'lng': 28.01247978, 'neighborhood': 'Fernridge Estate', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-25.999055862426758, 28.01041603088379, -25.9941349029541, 28.014738082885742], 'name': 'Fernridge Estate, South Africa', 'point': {'type': 'Point', 'coordinates': [-25.99658012, 28.01247978]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Fernridge Estate, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Fernridge Estate'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-25.99658012, 28.01247978], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Ferryvale,"{'address': 'Ferryvale, South Africa', 'bbox': {'northeast': [-26.420663833618164, 28.488727569580078], 'southwest': [-26.437387466430664, 28.471134185791016]}, 'city': 'Brakpan', 'confidence': 7, 'country': 'South Africa', 'lat': -26.42649269, 'lng': 28.47873497, 'neighborhood': 'Ferryvale', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.437387466430664, 28.471134185791016, -26.420663833618164, 28.488727569580078], 'name': 'Ferryvale, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.42649269, 28.47873497]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'Ekurhuleni', 'countryRegion': 'South Africa', 'formattedAddress': 'Ferryvale, South Africa', 'locality': 'Brakpan', 'neighborhood': 'Ferryvale'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.42649269, 28.47873497], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Finetown,"{'address': 'Finetown, South Africa', 'bbox': {'northeast': [-26.40928840637207, 27.875743865966797], 'southwest': [-26.419921875, 27.85527229309082]}, 'city': 'Johannesburg', 'confidence': 7, 'country': 'South Africa', 'lat': -26.41567993, 'lng': 27.86558723, 'neighborhood': 'Finetown', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.419921875, 27.85527229309082, -26.40928840637207, 27.875743865966797], 'name': 'Finetown, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.41567993, 27.86558723]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Finetown, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Finetown'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.41567993, 27.86558723], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Finsbury,"{'address': 'Finsbury, London, Greater London, United Kingdom', 'bbox': {'northeast': [51.53227839750232, -0.1003869939075797], 'southwest': [51.524552962360964, -0.11694264230858394]}, 'city': 'London', 'confidence': 7, 'country': 'United Kingdom', 'lat': 51.52841568, 'lng': -0.10866482, 'neighborhood': 'Finsbury', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [51.524552962360964, -0.11694264230858394, 51.53227839750232, -0.1003869939075797], 'name': 'Finsbury, London, Greater London, United Kingdom', 'point': {'type': 'Point', 'coordinates': [51.52841568, -0.10866482]}, 'address': {'adminDistrict': 'England', 'adminDistrict2': 'Greater London', 'countryRegion': 'United Kingdom', 'formattedAddress': 'Finsbury, London, Greater London, United Kingdom', 'locality': 'London', 'neighborhood': 'Finsbury'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [51.52841568, -0.10866482], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'England', 'status': 'OK'}"
Fishers Hill,"{'address': 'Fishers Hill, VA', 'bbox': {'northeast': [38.89456401151599, -78.49139211237981], 'southwest': [38.886838576374636, -78.50462534367487]}, 'confidence': 7, 'country': 'United States', 'lat': 38.89070129, 'lng': -78.49800873, 'ok': True, 'quality': 'TouristStructure', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [38.886838576374636, -78.50462534367487, 38.89456401151599, -78.49139211237981], 'name': 'Fishers Hill, VA', 'point': {'type': 'Point', 'coordinates': [38.89070129, -78.49800873]}, 'address': {'adminDistrict': 'VA', 'adminDistrict2': 'Shenandoah County', 'countryRegion': 'United States', 'formattedAddress': 'Fishers Hill, VA'}, 'confidence': 'High', 'entityType': 'TouristStructure', 'geocodePoints': [{'type': 'Point', 'coordinates': [38.89070129, -78.49800873], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'VA', 'status': 'OK'}"
Fleurdal,"{'address': 'Fleurdal, South Africa', 'bbox': {'northeast': [-29.146793365478516, 26.200666427612305], 'southwest': [-29.161983489990234, 26.18731117248535]}, 'city': 'Bloemfontein', 'confidence': 7, 'country': 'South Africa', 'lat': -29.16014671, 'lng': 26.19360161, 'neighborhood': 'Fleurdal', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-29.161983489990234, 26.18731117248535, -29.146793365478516, 26.200666427612305], 'name': 'Fleurdal, South Africa', 'point': {'type': 'Point', 'coordinates': [-29.16014671, 26.19360161]}, 'address': {'adminDistrict': 'FS', 'adminDistrict2': 'Mangaung', 'countryRegion': 'South Africa', 'formattedAddress': 'Fleurdal, South Africa', 'locality': 'Bloemfontein', 'neighborhood': 'Fleurdal'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-29.16014671, 26.19360161], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'FS', 'status': 'OK'}"
Fleurhof,"{'address': 'Fleurhof, South Africa', 'bbox': {'northeast': [-26.185598373413086, 27.922529220581055], 'southwest': [-26.214082717895508, 27.899658203125]}, 'city': 'Johannesburg', 'confidence': 7, 'country': 'South Africa', 'lat': -26.20000839, 'lng': 27.91697311, 'neighborhood': 'Fleurhof', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.214082717895508, 27.899658203125, -26.185598373413086, 27.922529220581055], 'name': 'Fleurhof, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.20000839, 27.91697311]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Fleurhof, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Fleurhof'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.20000839, 27.91697311], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Flora Gardens,"{'address': 'Flora Gardens, South Africa', 'bbox': {'northeast': [-26.712182998657227, 27.819482803344727], 'southwest': [-26.720720291137695, 27.80925941467285]}, 'city': 'Emfuleni', 'confidence': 7, 'country': 'South Africa', 'lat': -26.7156105, 'lng': 27.81269836, 'neighborhood': 'Flora Gardens', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.720720291137695, 27.80925941467285, -26.712182998657227, 27.819482803344727], 'name': 'Flora Gardens, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.7156105, 27.81269836]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'Sedibeng', 'countryRegion': 'South Africa', 'formattedAddress': 'Flora Gardens, South Africa', 'locality': 'Emfuleni', 'neighborhood': 'Flora Gardens'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.7156105, 27.81269836], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Floracliffe,"{'address': 'Floracliffe, South Africa', 'bbox': {'northeast': [-26.153480529785156, 27.924440383911133], 'southwest': [-26.158300399780273, 27.913602828979492]}, 'city': 'Johannesburg', 'confidence': 7, 'country': 'South Africa', 'lat': -26.15532112, 'lng': 27.91846848, 'neighborhood': 'Floracliffe', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-26.158300399780273, 27.913602828979492, -26.153480529785156, 27.924440383911133], 'name': 'Floracliffe, South Africa', 'point': {'type': 'Point', 'coordinates': [-26.15532112, 27.91846848]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Johannesburg', 'countryRegion': 'South Africa', 'formattedAddress': 'Floracliffe, South Africa', 'locality': 'Johannesburg', 'neighborhood': 'Floracliffe'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-26.15532112, 27.91846848], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Florauna,"{'address': 'Florauna, South Africa', 'bbox': {'northeast': [-25.677766799926758, 28.164546966552734], 'southwest': [-25.69283676147461, 28.149818420410156]}, 'city': 'City of Tshwane', 'confidence': 7, 'country': 'South Africa', 'lat': -25.68733788, 'lng': 28.15718842, 'neighborhood': 'Florauna', 'ok': True, 'quality': 'Neighborhood', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-25.69283676147461, 28.149818420410156, -25.677766799926758, 28.164546966552734], 'name': 'Florauna, South Africa', 'point': {'type': 'Point', 'coordinates': [-25.68733788, 28.15718842]}, 'address': {'adminDistrict': 'GT', 'adminDistrict2': 'City of Tshwane', 'countryRegion': 'South Africa', 'formattedAddress': 'Florauna, South Africa', 'locality': 'City of Tshwane', 'neighborhood': 'Florauna'}, 'confidence': 'High', 'entityType': 'Neighborhood', 'geocodePoints': [{'type': 'Point', 'coordinates': [-25.68733788, 28.15718842], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'GT', 'status': 'OK'}"
Florentia,"{'address': 'Florentia, Jura, France', 'bbox': {'northeast': [46.408103942871094, 5.432495594024658], 'southwest': [46.38502883911133, 5.4075212478637695]}, 'city': 'Florentia', 'confidence': 7, 'country': 'France', 'lat': 46.39590073, 'lng': 5.42443562, 'ok': True, 'quality': 'PopulatedPlace', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [46.38502883911133, 5.4075212478637695, 46.408103942871094, 5.432495594024658], 'name': 'Florentia, Jura, France', 'point': {'type': 'Point', 'coordinates': [46.39590073, 5.42443562]}, 'address': {'adminDistrict': 'Bourgogne-Franche-Comté', 'adminDistrict2': 'Jura', 'countryRegion': 'France', 'formattedAddress': 'Florentia, Jura, France', 'locality': 'Florentia'}, 'confidence': 'High', 'entityType': 'PopulatedPlace', 'geocodePoints': [{'type': 'Point', 'coordinates': [46.39590073, 5.42443562], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'Bourgogne-Franche-Comté', 'status': 'OK'}"
Florida,"{'address': 'Florida', 'bbox': {'northeast': [31.00391387939453, -80.03184509277344], 'southwest': [24.523685455322266, -87.6326675415039]}, 'confidence': 1, 'country': 'United States', 'lat': 28.59551239, 'lng': -82.48734283, 'ok': True, 'quality': 'AdminDivision1', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [24.523685455322266, -87.6326675415039, 31.00391387939453, -80.03184509277344], 'name': 'Florida', 'point': {'type': 'Point', 'coordinates': [28.59551239, -82.48734283]}, 'address': {'adminDistrict': 'FL', 'countryRegion': 'United States', 'formattedAddress': 'Florida'}, 'confidence': 'High', 'entityType': 'AdminDivision1', 'geocodePoints': [{'type': 'Point', 'coordinates': [28.59551239, -82.48734283], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}], 'matchCodes': ['Good']}, 'state': 'FL', 'status': 'OK'}"
